entrez	ensgene	symbol	chr	start	end	strand	biotype	description
440051	ENSG00000204571	KRTAP5-11	11	71292901	71314399	-1	protein_coding	keratin associated protein 5-11 [Source:HGNC Symbol;Acc:23606]
387273	ENSG00000204572	KRTAP5-10	11	71276609	71279980	1	protein_coding	keratin associated protein 5-10 [Source:HGNC Symbol;Acc:23605]
23	ENSG00000204574	ABCF1	6	30539153	30564956	1	protein_coding	ATP-binding cassette, sub-family F (GCN20), member 1 [Source:HGNC Symbol;Acc:70]
80742	ENSG00000204576	PRR3	6	30524663	30531500	1	protein_coding	proline rich 3 [Source:HGNC Symbol;Acc:21149]
11025	ENSG00000204577	LILRB3	19	54720147	54746602	-1	protein_coding	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3 [Source:HGNC Symbol;Acc:6607]
100616237	ENSG00000204580	DDR1	6	30844198	30867933	1	protein_coding	discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:2730]
780	ENSG00000204580	DDR1	6	30844198	30867933	1	protein_coding	discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:2730]
440894	ENSG00000204588	LINC01123	2	110744640	110753717	1	lincRNA	long intergenic non-protein coding RNA 1123 [Source:HGNC Symbol;Acc:49269]
2794	ENSG00000204590	GNL1	6	30509154	30524951	-1	protein_coding	guanine nucleotide binding protein-like 1 [Source:HGNC Symbol;Acc:4413]
3133	ENSG00000204592	HLA-E	6	30457244	30461982	1	protein_coding	major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:4962]
503834	ENSG00000204595	DPRX	19	54135310	54140263	1	protein_coding	divergent-paired related homeobox [Source:HGNC Symbol;Acc:32166]
202658	ENSG00000204599	TRIM39	6	30294256	30311506	1	protein_coding	tripartite motif containing 39 [Source:HGNC Symbol;Acc:10065]
56658	ENSG00000204599	TRIM39	6	30294256	30311506	1	protein_coding	tripartite motif containing 39 [Source:HGNC Symbol;Acc:10065]
90333	ENSG00000204604	ZNF468	19	53341261	53360902	-1	protein_coding	zinc finger protein 468 [Source:HGNC Symbol;Acc:33105]
89870	ENSG00000204610	TRIM15	6	30130993	30140473	1	protein_coding	tripartite motif containing 15 [Source:HGNC Symbol;Acc:16284]
90317	ENSG00000204611	ZNF616	19	52616344	52643175	-1	protein_coding	zinc finger protein 616 [Source:HGNC Symbol;Acc:28062]
442425	ENSG00000204612	FOXB2	9	79634571	79635869	1	protein_coding	forkhead box B2 [Source:HGNC Symbol;Acc:23315]
10107	ENSG00000204613	TRIM10	6	30119722	30128711	-1	protein_coding	tripartite motif containing 10 [Source:HGNC Symbol;Acc:10072]
135644	ENSG00000204614	TRIM40	6	30103885	30116512	1	protein_coding	tripartite motif containing 40 [Source:HGNC Symbol;Acc:18736]
11074	ENSG00000204616	TRIM31	6	30070674	30080883	-1	protein_coding	tripartite motif containing 31 [Source:HGNC Symbol;Acc:16289]
80352	ENSG00000204618	RNF39	6	30038043	30043664	-1	protein_coding	ring finger protein 39 [Source:HGNC Symbol;Acc:18064]
6992	ENSG00000204619	PPP1R11	6	30034486	30038110	1	protein_coding	protein phosphatase 1, regulatory (inhibitor) subunit 11 [Source:HGNC Symbol;Acc:9285]
3137	ENSG00000204622	HLA-J	6	29974360	29977733	1	pseudogene	major histocompatibility complex, class I, J (pseudogene) [Source:HGNC Symbol;Acc:4967]
100507399	ENSG00000204623	ZNRD1-AS1	6	29968788	30029417	-1	antisense	ZNRD1 antisense RNA 1 [Source:HGNC Symbol;Acc:13924]
80862	ENSG00000204623	ZNRD1-AS1	6	29968788	30029417	-1	antisense	ZNRD1 antisense RNA 1 [Source:HGNC Symbol;Acc:13924]
57540	ENSG00000204624	PTCHD2	1	11539223	11597641	1	protein_coding	patched domain containing 2 [Source:HGNC Symbol;Acc:29251]
10255	ENSG00000204625	HCG9	6	29942889	29946183	1	lincRNA	HLA complex group 9 (non-protein coding) [Source:HGNC Symbol;Acc:21243]
619571	ENSG00000204628	GNB2L1	5	180663909	180675096	-1	protein_coding	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Source:HGNC Symbol;Acc:4399]
619570	ENSG00000204628	GNB2L1	5	180663909	180675096	-1	protein_coding	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Source:HGNC Symbol;Acc:4399]
10399	ENSG00000204628	GNB2L1	5	180663909	180675096	-1	protein_coding	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Source:HGNC Symbol;Acc:4399]
3135	ENSG00000204632	HLA-G	6	29794744	29798902	1	protein_coding	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:4964]
11138	ENSG00000204634	TBC1D8	2	101624079	101869328	-1	protein_coding	TBC1 domain family, member 8 (with GRAM domain) [Source:HGNC Symbol;Acc:17791]
129521	ENSG00000204640	NMS	2	101086944	101099742	1	protein_coding	neuromedin S [Source:HGNC Symbol;Acc:32203]
3134	ENSG00000204642	HLA-F	6	29690552	29706305	1	protein_coding	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:4963]
346171	ENSG00000204644	ZFP57	6	29640169	29648887	-1	protein_coding	ZFP57 zinc finger protein [Source:HGNC Symbol;Acc:18791]
548313	ENSG00000204645	SSX4	X	48242863	48252785	1	protein_coding	synovial sarcoma, X breakpoint 4 [Source:HGNC Symbol;Acc:11338]
6759	ENSG00000204645	SSX4	X	48242863	48252785	1	protein_coding	synovial sarcoma, X breakpoint 4 [Source:HGNC Symbol;Acc:11338]
280660	ENSG00000204648	SSX9	X	48156251	48165614	-1	pseudogene	synovial sarcoma, X breakpoint 9 [Source:HGNC Symbol;Acc:19655]
147081	ENSG00000204650	CRHR1-IT1	17	43697694	43725582	1	pseudogene	CRHR1 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:26327]
554235	ENSG00000204653	ASPDH	19	51014857	51017947	-1	protein_coding	aspartate dehydrogenase domain containing [Source:HGNC Symbol;Acc:33856]
4340	ENSG00000204655	MOG	6	29624758	29640149	1	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:7197]
7932	ENSG00000204657	OR2H2	6	29555683	29556745	1	protein_coding	olfactory receptor, family 2, subfamily H, member 2 [Source:HGNC Symbol;Acc:8253]
646019	ENSG00000204659	CBY3	5	179105584	179107975	-1	protein_coding	chibby homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:33278]
285679	ENSG00000204661	C5orf60	5	179068545	179072047	-1	protein_coding	chromosome 5 open reading frame 60 [Source:HGNC Symbol;Acc:27753]
164380	ENSG00000204663	CST13P	20	23499783	23522655	1	pseudogene	cystatin 13, pseudogene [Source:HGNC Symbol;Acc:44335]
138240	ENSG00000204669	C9orf57	9	74666292	74687733	-1	protein_coding	chromosome 9 open reading frame 57 [Source:HGNC Symbol;Acc:27037]
386653	ENSG00000204671	IL31	12	122656577	122658746	-1	protein_coding	interleukin 31 [Source:HGNC Symbol;Acc:19372]
84335	ENSG00000204673	AKT1S1	19	50372295	50381716	-1	protein_coding	AKT1 substrate 1 (proline-rich) [Source:HGNC Symbol;Acc:28426]
2550	ENSG00000204681	GABBR1	6	29523406	29601753	-1	protein_coding	gamma-aminobutyric acid (GABA) B receptor, 1 [Source:HGNC Symbol;Acc:4070]
399726	ENSG00000204682	CASC10	10	21781587	21786191	-1	protein_coding	cancer susceptibility candidate 10 [Source:HGNC Symbol;Acc:31448]
387638	ENSG00000204683	C10orf113	10	21414692	21435488	-1	protein_coding	chromosome 10 open reading frame 113 [Source:HGNC Symbol;Acc:31447]
116511	ENSG00000204687	MAS1L	6	29454474	29455738	-1	protein_coding	MAS1 oncogene-like [Source:HGNC Symbol;Acc:13961]
26716	ENSG00000204688	OR2H1	6	29424958	29432105	1	protein_coding	olfactory receptor, family 2, subfamily H, member 1 [Source:HGNC Symbol;Acc:8252]
442194	ENSG00000204689	OR10C1	HSCHR6_MHC_MCF	29384851	29408511	1	protein_coding	olfactory receptor, family 10, subfamily C, member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:8165]
26529	ENSG00000204690	OR12D2	HSCHR6_MHC_MCF	29364201	29365233	1	protein_coding	olfactory receptor, family 12, subfamily D, member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:8178]
81797	ENSG00000204692	OR12D3	HSCHR6_MHC_MCF	29341124	29417657	-1	protein_coding	olfactory receptor, family 12, subfamily D, member 3 [Source:HGNC Symbol;Acc:13963]
26531	ENSG00000204694	OR11A1	6	29393281	29424848	-1	protein_coding	olfactory receptor, family 11, subfamily A, member 1 [Source:HGNC Symbol;Acc:8176]
442191	ENSG00000204695	OR14J1	6	29274403	29275519	1	protein_coding	olfactory receptor, family 14, subfamily J, member 1 [Source:HGNC Symbol;Acc:13971]
26707	ENSG00000204700	OR2J2	6	29141311	29142351	1	protein_coding	olfactory receptor, family 2, subfamily J, member 2 [Source:HGNC Symbol;Acc:8260]
442186	ENSG00000204701	OR2J3	6	29079668	29080603	1	protein_coding	olfactory receptor, family 2, subfamily J, member 3 [Source:HGNC Symbol;Acc:8261]
442184	ENSG00000204703	OR2B3	6	29053985	29055090	-1	protein_coding	olfactory receptor, family 2, subfamily B, member 3 [Source:HGNC Symbol;Acc:8238]
26692	ENSG00000204704	OR2W1	6	29011990	29013017	-1	protein_coding	olfactory receptor, family 2, subfamily W, member 1 [Source:HGNC Symbol;Acc:8281]
387778	ENSG00000204710	SPDYC	11	64937625	64940715	1	protein_coding	speedy/RINGO cell cycle regulator family member C [Source:HGNC Symbol;Acc:32681]
138255	ENSG00000204711	C9orf135	9	72435709	72521148	1	protein_coding	chromosome 9 open reading frame 135 [Source:HGNC Symbol;Acc:31422]
5987	ENSG00000204713	TRIM27	6	28870779	28891766	-1	protein_coding	tripartite motif containing 27 [Source:HGNC Symbol;Acc:9975]
441116	ENSG00000204754	CTC-281M20.1	5	174346085	174422516	-1	lincRNA	
100268168	ENSG00000204758	CTC-308K20.1	5	172381789	172386395	-1	antisense	
64901	ENSG00000204764	RANBP17	5	170288874	170727019	1	protein_coding	RAN binding protein 17 [Source:HGNC Symbol;Acc:14428]
100131897	ENSG00000204767	FAM196B	5	169291268	169407744	-1	protein_coding	family with sequence similarity 196, member B [Source:HGNC Symbol;Acc:37271]
653427	ENSG00000204779	FOXD4L5	9	70175707	70178815	-1	protein_coding	forkhead box D4-like 5 [Source:HGNC Symbol;Acc:18522]
7754	ENSG00000204789	ZNF204P	6	27325604	27339304	-1	pseudogene	zinc finger protein 204, pseudogene [Source:HGNC Symbol;Acc:12995]
644019	ENSG00000204790	CBWD6	9	69204538	69269662	-1	protein_coding	COBW domain containing 6 [Source:HGNC Symbol;Acc:31978]
220869	ENSG00000204790	CBWD6	9	69204538	69269662	-1	protein_coding	COBW domain containing 6 [Source:HGNC Symbol;Acc:31978]
653404	ENSG00000204793	FOXD4L6	9	69199480	69202204	-1	protein_coding	forkhead box D4-like 6 [Source:HGNC Symbol;Acc:31986]
100289124	ENSG00000204805	FAM27E4	9	44997777	44999352	1	pseudogene	family with sequence similarity 27, member E4 [Source:HGNC Symbol;Acc:44415]
83538	ENSG00000204815	TTC25	17	40086888	40117648	1	processed_transcript	tetratricopeptide repeat domain 25 [Source:HGNC Symbol;Acc:25280]
116540	ENSG00000204822	MRPL53	2	74699085	74700449	-1	protein_coding	mitochondrial ribosomal protein L53 [Source:HGNC Symbol;Acc:16684]
349334	ENSG00000204828	FOXD4L2	9	42717234	42720342	1	protein_coding	forkhead box D4-like 2 [Source:HGNC Symbol;Acc:24813]
100128098	ENSG00000204832	ST8SIA6-AS1	10	17428935	17455502	1	antisense	ST8SIA6 antisense RNA 1 [Source:HGNC Symbol;Acc:44880]
654466	ENSG00000204837	RP11-204M4.2	9	41961615	42019580	-1	lincRNA	
642475	ENSG00000204839	MROH6	8	144648357	144655141	-1	protein_coding	maestro heat-like repeat family member 6 [Source:HGNC Symbol;Acc:27814]
6311	ENSG00000204842	ATXN2	12	111890018	112037480	-1	protein_coding	ataxin 2 [Source:HGNC Symbol;Acc:10555]
1639	ENSG00000204843	DCTN1	2	74588281	74619214	-1	protein_coding	dynactin 1 [Source:HGNC Symbol;Acc:2711]
728495	ENSG00000204844	FAM74A3	9	40715662	40722679	1	lincRNA	family with sequence similarity 74, member A3 [Source:HGNC Symbol;Acc:32031]
647060	ENSG00000204849	SPATA31A1	9	39355699	39361956	1	protein_coding	SPATA31 subfamily A, member 1 [Source:HGNC Symbol;Acc:23394]
57469	ENSG00000204851	PNMAL2	19	46990163	46999755	-1	protein_coding	paraneoplastic Ma antigen family-like 2 [Source:HGNC Symbol;Acc:29206]
79600	ENSG00000204852	TCTN1	12	111051832	111087235	1	protein_coding	tectonic family member 1 [Source:HGNC Symbol;Acc:26113]
29902	ENSG00000204856	FAM216A	12	110906169	110928190	1	protein_coding	family with sequence similarity 216, member A [Source:HGNC Symbol;Acc:30180]
3104	ENSG00000204859	ZBTB48	1	6640061	6649340	1	protein_coding	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:4930]
158228	ENSG00000204860	FAM201A	9	38620471	38624987	1	antisense	family with sequence similarity 201, member A [Source:HGNC Symbol;Acc:27239]
147920	ENSG00000204866	IGFL2	19	46646363	46664556	1	protein_coding	IGF-like family member 2 [Source:HGNC Symbol;Acc:32929]
444882	ENSG00000204869	IGFL4	19	46543006	46580376	-1	protein_coding	IGF-like family member 4 [Source:HGNC Symbol;Acc:32931]
83900	ENSG00000204873	KRTAP9-3	17	39388715	39389705	1	protein_coding	keratin associated protein 9-3 [Source:HGNC Symbol;Acc:16927]
728224	ENSG00000204880	KRTAP4-8	17	39253233	39254393	-1	protein_coding	keratin associated protein 4-8 [Source:HGNC Symbol;Acc:17230]
2843	ENSG00000204882	GPR20	8	142366600	142377367	-1	protein_coding	G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:4475]
728255	ENSG00000204887	KRTAP1-4	17	39185949	39186356	-1	protein_coding	keratin associated protein 1-4 [Source:HGNC Symbol;Acc:18904]
125115	ENSG00000204889	KRT40	17	39133968	39143387	-1	protein_coding	keratin 40 [Source:HGNC Symbol;Acc:26707]
147183	ENSG00000204897	KRT25	17	38904273	38911584	-1	protein_coding	keratin 25 [Source:HGNC Symbol;Acc:30839]
440145	ENSG00000204899	MZT1	13	73282495	73301825	-1	protein_coding	mitotic spindle organizing protein 1 [Source:HGNC Symbol;Acc:33830]
643394	ENSG00000204909	SPINK9	5	147700766	147719412	1	protein_coding	serine peptidase inhibitor, Kazal type 9 [Source:HGNC Symbol;Acc:32951]
100505591	ENSG00000204913	LRRC3C	17	38097727	38101000	1	protein_coding	leucine rich repeat containing 3C [Source:HGNC Symbol;Acc:40034]
729240	ENSG00000204918	PRR20B	13	57721622	57724643	1	protein_coding	proline rich 20B [Source:HGNC Symbol;Acc:37220]
729233	ENSG00000204918	PRR20B	13	57721622	57724643	1	protein_coding	proline rich 20B [Source:HGNC Symbol;Acc:37220]
122183	ENSG00000204918	PRR20B	13	57721622	57724643	1	protein_coding	proline rich 20B [Source:HGNC Symbol;Acc:37220]
729240	ENSG00000204919	PRR20A	13	57715052	57718073	1	protein_coding	proline rich 20A [Source:HGNC Symbol;Acc:24754]
729233	ENSG00000204919	PRR20A	13	57715052	57718073	1	protein_coding	proline rich 20A [Source:HGNC Symbol;Acc:24754]
122183	ENSG00000204919	PRR20A	13	57715052	57718073	1	protein_coding	proline rich 20A [Source:HGNC Symbol;Acc:24754]
7711	ENSG00000204920	ZNF155	19	44472014	44502477	1	protein_coding	zinc finger protein 155 [Source:HGNC Symbol;Acc:12940]
790955	ENSG00000204922	C11orf83	11	62437745	62441159	1	protein_coding	chromosome 11 open reading frame 83 [Source:HGNC Symbol;Acc:34399]
554251	ENSG00000204923	FBXO48	2	68686551	68694390	-1	protein_coding	F-box protein 48 [Source:HGNC Symbol;Acc:33857]
643226	ENSG00000204928	GRXCR2	5	145239296	145252531	-1	protein_coding	glutaredoxin, cysteine rich 2 [Source:HGNC Symbol;Acc:33862]
392307	ENSG00000204930	FAM221B	9	35816388	35828744	-1	protein_coding	family with sequence similarity 221, member B [Source:HGNC Symbol;Acc:30762]
57126	ENSG00000204936	CD177	19	43857811	43867480	1	polymorphic_pseudogene	CD177 molecule [Source:HGNC Symbol;Acc:30072]
5673	ENSG00000204941	PSG5	19	43670408	43690688	-1	protein_coding	pregnancy specific beta-1-glycoprotein 5 [Source:HGNC Symbol;Acc:9522]
100289678	ENSG00000204946	ZNF783	7	148959262	148994393	1	protein_coding	zinc finger family member 783 [Source:HGNC Symbol;Acc:27222]
155054	ENSG00000204947	ZNF425	7	148799876	148823438	-1	protein_coding	zinc finger protein 425 [Source:HGNC Symbol;Acc:20690]
100131726	ENSG00000204949	FAM83A-AS1	8	124213412	124214983	-1	antisense	FAM83A antisense RNA 1 [Source:HGNC Symbol;Acc:48658]
390205	ENSG00000204950	LRRC10B	11	61276272	61278482	1	protein_coding	leucine rich repeat containing 10B [Source:HGNC Symbol;Acc:37215]
494188	ENSG00000204952	FBXO47	17	37092685	37123655	-1	protein_coding	F-box protein 47 [Source:HGNC Symbol;Acc:31969]
728568	ENSG00000204954	C12orf73	12	104343980	104359486	-1	protein_coding	chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:34450]
56114	ENSG00000204956	PCDHGA1	5	140710252	140892546	1	protein_coding	protocadherin gamma subfamily A, 1 [Source:HGNC Symbol;Acc:8696]
9752	ENSG00000204961	PCDHA9	5	140227048	140391929	1	protein_coding	protocadherin alpha 9 [Source:HGNC Symbol;Acc:8675]
56140	ENSG00000204962	PCDHA8	5	140220907	140391929	1	protein_coding	protocadherin alpha 8 [Source:HGNC Symbol;Acc:8674]
56141	ENSG00000204963	PCDHA7	5	140213969	140391929	1	protein_coding	protocadherin alpha 7 [Source:HGNC Symbol;Acc:8673]
56143	ENSG00000204965	PCDHA5	5	140201222	140391929	1	protein_coding	protocadherin alpha 5 [Source:HGNC Symbol;Acc:8671]
56144	ENSG00000204967	PCDHA4	5	140186659	140391929	1	protein_coding	protocadherin alpha 4 [Source:HGNC Symbol;Acc:8670]
56146	ENSG00000204969	PCDHA2	5	140174444	140391929	1	protein_coding	protocadherin alpha 2 [Source:HGNC Symbol;Acc:8668]
56147	ENSG00000204970	PCDHA1	5	140165876	140391929	1	protein_coding	protocadherin alpha 1 [Source:HGNC Symbol;Acc:8663]
10206	ENSG00000204977	TRIM13	13	50570024	50594617	1	protein_coding	tripartite motif containing 13 [Source:HGNC Symbol;Acc:9976]
503497	ENSG00000204979	MS4A13	11	60282886	60310194	1	protein_coding	membrane-spanning 4-domains, subfamily A, member 13 [Source:HGNC Symbol;Acc:16674]
5645	ENSG00000204983	PRSS1	7	142457319	142460923	1	protein_coding	protease, serine, 1 (trypsin 1) [Source:HGNC Symbol;Acc:9475]
5644	ENSG00000204983	PRSS1	7	142457319	142460923	1	protein_coding	protease, serine, 1 (trypsin 1) [Source:HGNC Symbol;Acc:9475]
84501	ENSG00000204991	SPIRE2	16	89884587	89937727	1	protein_coding	spire-type actin nucleation factor 2 [Source:HGNC Symbol;Acc:30623]
441376	ENSG00000205002	AARD	8	117950438	117956726	1	protein_coding	alanine and arginine rich domain containing protein [Source:HGNC Symbol;Acc:33842]
388372	ENSG00000205020	CCL4L1	17	34538310	34540280	1	protein_coding	chemokine (C-C motif) ligand 4-like 1 [Source:HGNC Symbol;Acc:10631]
9560	ENSG00000205020	CCL4L1	17	34538310	34540280	1	protein_coding	chemokine (C-C motif) ligand 4-like 1 [Source:HGNC Symbol;Acc:10631]
414062	ENSG00000205021	CCL3L1	17	34623842	34625731	-1	protein_coding	chemokine (C-C motif) ligand 3-like 1 [Source:HGNC Symbol;Acc:10628]
6349	ENSG00000205021	CCL3L1	17	34623842	34625731	-1	protein_coding	chemokine (C-C motif) ligand 3-like 1 [Source:HGNC Symbol;Acc:10628]
390748	ENSG00000205022	PABPN1L	16	88928034	88933068	-1	protein_coding	poly(A) binding protein, nuclear 1-like (cytoplasmic) [Source:HGNC Symbol;Acc:37237]
26338	ENSG00000205030	OR5L2	11	55594695	55595630	1	protein_coding	olfactory receptor, family 5, subfamily L, member 2 [Source:HGNC Symbol;Acc:8351]
440040	ENSG00000205035	RP11-707M1.1	11	49580098	49831971	1	pseudogene	
93035	ENSG00000205038	PKHD1L1	8	110374706	110542559	1	protein_coding	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1 [Source:HGNC Symbol;Acc:20313]
100506736	ENSG00000205045	SLFN12L	17	33791268	33864880	-1	protein_coding	schlafen family member 12-like [Source:HGNC Symbol;Acc:33920]
400952	ENSG00000205054	LINC01121	2	45392009	45550434	-1	processed_transcript	long intergenic non-protein coding RNA 1121 [Source:HGNC Symbol;Acc:49266]
574016	ENSG00000205057	CLLU1OS	12	92813870	92821924	-1	protein_coding	chronic lymphocytic leukemia up-regulated 1 opposite strand [Source:HGNC Symbol;Acc:24070]
84912	ENSG00000205060	SLC35B4	7	133974084	134001803	-1	protein_coding	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4 [Source:HGNC Symbol;Acc:20584]
653499	ENSG00000205076	LGALS7	19	39261611	39264132	-1	protein_coding	lectin, galactoside-binding, soluble, 7 [Source:HGNC Symbol;Acc:6568]
3963	ENSG00000205076	LGALS7	19	39261611	39264132	-1	protein_coding	lectin, galactoside-binding, soluble, 7 [Source:HGNC Symbol;Acc:6568]
100130958	ENSG00000205078	SYCE1L	16	77233294	77247112	1	protein_coding	synaptonemal complex central element protein 1-like [Source:HGNC Symbol;Acc:37236]
79583	ENSG00000205084	TMEM231	16	75572015	75590184	-1	protein_coding	transmembrane protein 231 [Source:HGNC Symbol;Acc:37234]
346653	ENSG00000205085	FAM71F2	7	128312342	128326929	1	protein_coding	family with sequence similarity 71, member F2 [Source:HGNC Symbol;Acc:27998]
400950	ENSG00000205086	C2orf91	2	42162508	42181406	-1	protein_coding	chromosome 2 open reading frame 91 [Source:HGNC Symbol;Acc:42966]
645121	ENSG00000205089	CCNI2	5	132083137	132089856	1	protein_coding	cyclin I family, member 2 [Source:HGNC Symbol;Acc:33869]
339453	ENSG00000205090	TMEM240	1	1470554	1475833	-1	protein_coding	transmembrane protein 240 [Source:HGNC Symbol;Acc:25186]
448831	ENSG00000205097	FRG2	4	190945506	190948412	-1	protein_coding	FSHD region gene 2 [Source:HGNC Symbol;Acc:19136]
259308	ENSG00000205108	FAM205A	9	34723052	34729464	-1	protein_coding	family with sequence similarity 205, member A [Source:HGNC Symbol;Acc:41911]
344387	ENSG00000205111	CDKL4	2	39402787	39456729	-1	protein_coding	cyclin-dependent kinase-like 4 [Source:HGNC Symbol;Acc:19287]
643965	ENSG00000205116	TMEM88B	1	1361508	1363167	1	protein_coding	transmembrane protein 88B [Source:HGNC Symbol;Acc:37099]
390110	ENSG00000205126	ACCSL	11	44069531	44081527	1	protein_coding	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like [Source:HGNC Symbol;Acc:34391]
441054	ENSG00000205129	C4orf47	4	186347394	186370980	1	protein_coding	chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:34346]
286144	ENSG00000205133	TRIQK	8	93895758	94029901	-1	protein_coding	triple QxxK/R motif containing [Source:HGNC Symbol;Acc:27828]
644096	ENSG00000205138	SDHAF1	19	36486090	36487220	1	protein_coding	succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:33867]
138715	ENSG00000205143	ARID3C	9	34621376	34628104	-1	protein_coding	AT rich interactive domain 3C (BRIGHT-like) [Source:HGNC Symbol;Acc:21209]
55851	ENSG00000205155	PSENEN	19	36236015	36237911	1	protein_coding	presenilin enhancer gamma secretase subunit [Source:HGNC Symbol;Acc:30100]
254958	ENSG00000205176	REXO1L1P	8	86568695	86575726	-1	protein_coding	REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1, pseudogene [Source:HGNC Symbol;Acc:24660]
149837	ENSG00000205181	LINC00654	20	5476713	5485259	-1	lincRNA	long intergenic non-protein coding RNA 654 [Source:HGNC Symbol;Acc:27154]
646480	ENSG00000205186	FABP9	8	82370576	82373814	-1	protein_coding	fatty acid binding protein 9, testis [Source:HGNC Symbol;Acc:3563]
65986	ENSG00000205189	ZBTB10	8	81397854	81438500	1	protein_coding	zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:30953]
201725	ENSG00000205208	C4orf46	4	159587831	159593407	-1	protein_coding	chromosome 4 open reading frame 46 [Source:HGNC Symbol;Acc:27320]
284402	ENSG00000205209	SCGB2B2	19	35084234	35166604	-1	protein_coding	secretoglobin, family 2B, member 2 [Source:HGNC Symbol;Acc:27616]
339184	ENSG00000205212	CCDC144NL	17	20739760	20799453	-1	protein_coding	coiled-coil domain containing 144 family, N-terminal like [Source:HGNC Symbol;Acc:33735]
55366	ENSG00000205213	LGR4	11	27387508	27494322	-1	protein_coding	leucine-rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:13299]
80039	ENSG00000205217	FAM106B	17	20320741	20322363	1	pseudogene	family with sequence similarity 106, member B [Source:HGNC Symbol;Acc:32450]
5699	ENSG00000205220	PSMB10	16	67968405	67970990	-1	protein_coding	proteasome (prosome, macropain) subunit, beta type, 10 [Source:HGNC Symbol;Acc:9538]
5212	ENSG00000205221	VIT	2	36923833	37041935	1	protein_coding	vitrin [Source:HGNC Symbol;Acc:12697]
442590	ENSG00000205238	SPDYE2	7	102191679	102202755	1	protein_coding	speedy/RINGO cell cycle regulator family member E2 [Source:HGNC Symbol;Acc:33841]
1874	ENSG00000205250	E2F4	16	67226072	67232821	1	protein_coding	E2F transcription factor 4, p107/p130-binding [Source:HGNC Symbol;Acc:3118]
5150	ENSG00000205268	PDE7A	8	66629745	66754557	-1	protein_coding	phosphodiesterase 7A [Source:HGNC Symbol;Acc:8791]
100113407	ENSG00000205269	TMEM170B	6	11537938	11583757	1	protein_coding	transmembrane protein 170B [Source:HGNC Symbol;Acc:34244]
10071	ENSG00000205277	MUC12	7	100612904	100662230	1	protein_coding	mucin 12, cell surface associated [Source:HGNC Symbol;Acc:7510]
613212	ENSG00000205279	CTXN3	5	126984736	126994322	1	protein_coding	cortexin 3 [Source:HGNC Symbol;Acc:31110]
101927601	ENSG00000205281	GOLGA6L10	15	82635130	82641706	-1	protein_coding	golgin A6 family-like 10 [Source:HGNC Symbol;Acc:37228]
100133220	ENSG00000205281	GOLGA6L10	15	82635130	82641706	-1	protein_coding	golgin A6 family-like 10 [Source:HGNC Symbol;Acc:37228]
647042	ENSG00000205281	GOLGA6L10	15	82635130	82641706	-1	protein_coding	golgin A6 family-like 10 [Source:HGNC Symbol;Acc:37228]
643707	ENSG00000205281	GOLGA6L10	15	82635130	82641706	-1	protein_coding	golgin A6 family-like 10 [Source:HGNC Symbol;Acc:37228]
152586	ENSG00000205301	RP11-542P2.1	4	141363416	141419531	-1	protein_coding	Glycosyltransferase 54 domain-containing protein  [Source:UniProtKB/Swiss-Prot;Acc:A6NG13]
6643	ENSG00000205302	SNX2	5	122110691	122165803	1	protein_coding	sorting nexin 2 [Source:HGNC Symbol;Acc:11173]
100316904	ENSG00000205307	SAP25	7	100169855	100171270	-1	protein_coding	Sin3A-associated protein, 25kDa [Source:HGNC Symbol;Acc:41908]
56953	ENSG00000205309	NT5M	17	17206649	17250977	1	protein_coding	5',3'-nucleotidase, mitochondrial [Source:HGNC Symbol;Acc:15769]
84324	ENSG00000205323	SARNP	12	56146247	56211540	-1	protein_coding	SAP domain containing ribonucleoprotein [Source:HGNC Symbol;Acc:24432]
403282	ENSG00000205328	OR6C65	12	55794214	55795289	1	protein_coding	olfactory receptor, family 6, subfamily C, member 65 [Source:HGNC Symbol;Acc:31295]
